16 1 0 0 35 62 61 4 2 1 77 78 5 4
32 1 0 0 19 11 73 0 1 1 102 98 2 2
23 1 0 0 26 23 91 2 2 1 204 220 1 1
13 1 0 0 55 45 95 0 2 1 145 145 2 1
20 1 0 0 42 44 48 1 2 1 92 85 1 1
18 2 1 0 1 36 97 2 3 1 57 96 0 0
23 1 0 0 58 71 28 4 2 1 284 287 4 4
23 2 1 0 29 53 75 4 2 1 145 145 2 1
27 2 1 0 19 87 75 17 2 0 56 78 1 1
32 1 0 0 26 45 68 5 2 1 240 234 1 1
20 2 0 0 29 11 90 1 2 1 145 145 2 1
26 1 0 0 8 28 89 5 2 1 238 229 4 3
24 1 0 0 2 66 84 4 2 1 205 183 0 0
29 1 0 0 7 43 87 1 2 1 170 166 1 1
30 2 1 0 49 56 57 4 2 1 236 165 1 0
19 2 2 0 11 45 76 3 3 1 107 83 1 0
17 1 0 0 26 22 63 2 2 1 43 42 5 4
26 1 0 0 34 35 87 3 2 1 50 51 1 1
24 1 0 0 38 27 88 2 2 1 54 46 2 1
23 1 0 0 51 17 75 1 2 0 145 145 2 1
24 1 0 0 16 35 95 0 2 1 290 314 0 0
27 2 0 0 9 45 76 2 2 0 106 133 1 0
15 2 1 0 2 97 78 6 2 1 63 64 0 0
27 1 0 0 48 60 87 2 2 1 235 231 2 2
26 1 0 0 29 17 87 2 2 1 145 145 2 1
16 1 0 0 32 56 68 1 2 1 86 107 2 2
18 2 1 0 11 22 94 2 2 1 269 52 0 0
28 1 0 0 16 12 84 4 2 1 287 283 0 0
26 1 0 0 26 33 71 1 2 1 277 284 6 6
18 1 0 0 43 17 85 4 2 1 83 100 1 1
18 1 0 0 39 29 78 1 2 1 258 201 1 0
26 1 0 0 4 34 94 2 2 1 279 100 0 0
16 1 0 0 30 15 63 0 2 1 111 115 2 2
15 1 0 0 46 44 76 1 2 1 88 85 4 4
25 1 0 0 34 30 69 4 2 0 91 95 1 1
23 1 0 0 46 25 99 1 2 1 145 145 2 1
23 1 0 0 62 58 53 5 2 1 85 85 5 6
24 1 0 0 51 72 77 1 2 1 53 52 4 3
32 1 0 0 37 27 53 1 2 1 266 270 5 4
23 2 0 0 0 70 93 4 2 0 225 199 0 0
27 1 0 0 22 32 79 2 2 1 234 240 4 4
17 1 0 0 45 50 58 3 2 1 101 103 7 6
25 1 0 0 16 69 91 3 2 1 48 47 3 2
29 1 0 0 26 51 67 5 2 1 273 298 2 1
25 1 0 0 39 20 93 1 2 1 145 145 2 1
14 1 0 0 47 68 67 1 2 1 103 108 4 3
22 1 0 0 39 82 68 7 2 1 211 211 1 1
19 2 0 0 12 48 85 3 2 1 215 182 0 0
24 2 0 0 11 73 84 4 2 0 228 230 1 0
31 1 0 0 31 44 67 2 2 1 80 85 3 2
32 1 0 0 69 75 59 14 2 1 90 85 1 1
16 1 1 0 17 23 85 6 2 1 20 23 0 0
28 1 0 0 9 21 68 2 1 1 196 200 1 1
23 1 0 0 17 64 70 3 2 1 185 185 1 1
24 1 0 0 68 71 53 3 2 1 105 106 3 2
28 1 0 0 52 55 79 6 2 1 33 42 2 0
21 1 0 0 21 16 78 2 2 1 122 127 3 2
15 1 0 0 38 35 55 2 2 1 84 67 4 2
33 1 0 0 21 49 65 3 1 2 248 249 2 2
23 2 0 0 29 31 75 2 2 1 145 145 2 1
33 1 0 0 24 35 63 3 2 1 261 244 1 1
31 1 0 0 6 27 63 3 2 1 309 292 1 1
23 2 1 0 29 44 75 8 2 1 145 145 2 1
28 1 0 0 20 34 83 2 2 1 250 249 4 4
28 1 0 0 13 34 75 4 2 1 220 213 3 3
18 1 0 0 17 54 82 3 2 1 284 293 1 1
24 1 0 0 18 29 62 2 2 1 278 315 1 0
24 1 0 0 25 12 82 1 1 1 91 292 0 0
25 2 0 0 6 32 81 1 2 1 187 184 0 0
31 1 0 0 29 17 48 2 1 1 98 113 1 1
23 2 1 0 29 93 75 4 2 1 145 145 2 1
30 1 0 0 6 29 70 3 2 1 161 177 0 1
25 1 0 0 21 6 88 1 2 1 204 213 3 1
31 1 0 0 65 90 54 8 2 1 341 313 2 1
32 1 0 0 79 55 59 3 2 1 260 253 1 1
25 1 0 0 15 20 84 0 2 1 183 191 1 2
29 1 0 0 13 29 70 3 2 1 229 229 1 1
25 1 1 0 11 80 79 7 2 1 58 60 1 1
28 2 0 0 77 72 56 5 2 1 280 314 1 0
19 1 0 0 43 30 90 6 2 1 60 54 4 4
28 1 0 0 24 52 90 1 2 1 64 52 4 2
16 1 0 0 27 18 56 2 2 1 94 104 2 2
23 1 0 0 37 39 75 2 2 2 145 145 2 1
24 1 0 0 12 42 79 2 2 1 32 37 0 0
14 1 0 0 32 55 54 4 2 1 82 82 3 2
21 1 0 0 24 12 100 1 2 1 145 145 2 1
21 1 0 0 45 55 95 5 2 1 48 52 1 1
28 1 0 0 12 20 78 1 2 1 223 237 1 0
10 1 0 0 30 105 73 2 2 1 115 118 1 0
22 1 0 0 33 37 90 2 2 1 101 97 1 2
22 1 0 0 49 30 71 2 2 1 53 60 4 4
29 1 0 0 23 45 68 1 2 1 104 105 2 2
21 1 0 0 28 28 86 1 2 1 109 103 2 2
23 1 1 0 29 46 75 3 2 1 145 145 2 1
31 1 0 0 21 27 61 1 1 1 81 73 3 3
25 1 0 0 3 29 89 2 2 1 96 116 0 0
20 2 1 0 4 53 95 2 2 1 243 249 1 1
25 1 0 0 11 30 87 1 2 1 128 113 0 0
25 1 0 0 5 6 89 1 2 1 127 134 2 2
23 1 0 0 29 51 75 6 2 1 145 145 2 1
18 1 0 0 18 66 67 2 2 1 109 110 2 1
15 1 0 0 39 128 40 6 2 1 72 89 3 3
23 2 0 0 54 73 58 6 2 1 169 183 2 0
24 1 0 0 31 26 56 1 1 1 262 259 2 1
33 1 0 0 16 51 67 2 2 1 267 269 2 2
15 1 0 0 45 64 68 1 2 1 110 106 3 3
20 1 0 0 27 30 90 1 1 1 95 100 3 2
15 1 0 0 41 30 96 1 2 1 90 96 1 1
24 1 0 0 30 39 61 2 2 1 99 102 3 3
28 1 0 0 27 45 75 3 2 1 4 36 3 1
30 1 1 0 13 42 82 3 2 1 96 83 1 0
16 1 0 0 28 11 94 2 2 1 54 76 1 1
10 1 0 0 40 40 70 1 2 1 63 57 3 3
32 1 0 0 72 60 44 3 2 1 254 263 2 0
31 1 0 0 37 33 63 1 2 1 244 238 3 4
30 1 0 0 63 40 55 9 2 1 83 75 3 2
16 1 0 0 40 12 83 1 2 1 34 23 4 2
21 2 0 0 17 44 80 2 2 0 98 124 0 1
30 1 0 0 19 34 71 1 1 1 103 108 3 2
15 1 0 0 24 18 82 2 2 1 84 92 3 3
15 1 0 0 41 15 91 1 2 1 54 59 4 4
20 1 0 0 32 19 98 13 2 1 145 145 2 1
26 1 0 0 18 13 86 2 2 1 278 287 1 1
17 1 0 0 3 23 86 3 2 1 154 127 1 0
20 1 0 0 16 42 93 4 2 1 63 26 1 0
27 2 2 0 29 50 59 1 3 1 145 145 2 1
30 1 0 0 40 45 69 2 2 1 273 282 2 2
34 1 0 0 62 32 58 2 2 1 244 251 4 4
31 1 0 0 46 53 77 3 2 1 240 221 2 1
23 1 1 0 2 79 75 4 2 0 145 145 2 1
23 2 0 0 4 32 85 3 2 1 129 112 1 1
30 1 0 0 18 27 70 2 2 1 156 158 1 1
29 1 0 0 37 32 79 2 2 1 50 71 1 1
18 1 0 0 29 113 59 3 1 1 82 85 1 1
19 1 0 0 39 49 90 1 2 1 30 31 10 10
23 1 0 0 33 33 76 3 2 0 71 73 1 1
15 1 0 0 39 40 95 1 2 1 80 82 7 7
28 1 0 0 16 18 79 2 2 1 204 185 1 1
30 1 0 0 25 38 79 4 2 1 243 242 1 1
32 1 0 0 49 74 57 3 2 1 284 323 2 0
25 1 0 0 57 48 67 1 1 1 163 146 2 0
18 1 0 0 29 68 64 2 2 1 68 66 1 1
18 1 0 0 50 83 72 2 2 1 36 39 4 4
21 2 0 0 29 44 78 1 2 1 145 145 2 1
7 1 0 0 44 70 95 4 2 1 145 145 2 1
16 1 0 0 17 23 86 1 2 1 85 79 3 2
25 1 0 0 21 31 81 9 2 1 198 180 1 1
16 2 0 0 23 27 91 1 2 1 158 117 1 0
25 2 0 0 2 56 82 3 2 1 180 187 1 0
17 1 0 0 35 94 73 3 2 1 99 101 4 4
26 1 0 0 1 37 92 3 2 1 19 326 0 0
24 2 0 0 41 28 82 7 2 0 82 70 1 1
15 2 0 0 29 32 88 1 2 1 145 145 2 1
28 1 0 0 21 36 65 2 2 1 175 157 1 1
25 1 0 0 40 90 83 2 2 1 250 194 1 0
25 1 0 0 8 17 82 2 2 1 141 163 1 1
17 1 0 0 35 43 67 4 2 1 47 54 6 7
23 1 0 0 54 14 92 0 2 1 145 145 2 1
30 1 0 0 17 30 52 1 2 1 239 236 4 4
22 1 0 0 7 32 82 4 2 1 96 110 2 1
17 1 0 0 18 11 88 2 2 1 105 157 0 0
23 1 0 0 20 82 87 3 2 1 232 237 2 1
21 1 0 0 36 9 89 1 2 1 62 63 1 1
27 1 0 0 41 40 72 2 2 1 63 70 3 3
27 1 0 0 22 24 74 1 2 1 279 297 0 0
23 1 0 0 29 35 75 1 2 0 145 145 2 1
23 1 0 0 64 40 70 1 2 1 52 51 5 5
29 1 0 0 1 33 79 2 2 1 70 32 0 0
20 2 0 0 32 12 81 -6 2 2 87 304 1 0
29 1 0 0 74 59 40 4 2 1 247 253 1 2
23 1 0 0 45 15 75 1 2 5 145 145 2 1
19 2 0 0 47 21 82 4 2 0 80 85 2 2
21 1 0 0 14 43 76 5 2 1 82 72 2 2
27 1 0 0 34 20 70 0 2 1 89 91 3 3
26 1 0 0 36 16 97 2 2 1 349 131 0 0
25 1 0 0 40 33 64 1 2 1 349 31 1 0
18 1 0 0 35 49 90 3 2 1 54 48 2 1
32 1 0 0 24 31 60 2 2 1 253 22 1 1
27 1 0 0 2 30 85 2 2 1 69 74 1 0
33 1 0 0 26 41 61 3 2 1 280 276 3 2
20 1 0 0 48 42 55 1 2 1 76 77 3 1
29 1 0 0 3 20 82 1 2 1 155 162 1 0
19 2 1 0 0 115 88 7 3 0 254 212 0 0
26 1 0 0 17 68 85 4 2 1 215 261 1 1
32 1 0 0 41 56 60 3 2 1 281 277 3 3
27 1 0 0 2 32 82 1 2 1 162 140 1 0
32 1 0 0 47 43 64 3 1 1 185 182 1 0
33 1 0 0 36 23 57 2 2 1 267 256 4 3
29 1 0 0 20 16 79 2 2 1 230 227 1 2
21 1 0 0 24 38 76 4 2 1 188 206 1 1
15 1 0 0 37 31 86 8 2 1 179 142 0 0
30 1 0 0 43 13 51 6 2 1 201 213 1 0
18 1 0 0 45 23 86 3 2 1 55 49 5 4
23 2 0 0 25 10 87 2 2 0 67 50 0 0
27 1 0 0 5 44 87 3 2 1 211 207 1 0
12 1 0 0 2 38 76 7 2 1 188 184 1 1
31 1 0 0 23 37 65 5 2 5 282 287 1 0
22 1 0 0 3 33 83 3 2 1 157 171 1 1
35 1 0 0 55 27 57 3 1 9 300 165 2 0
16 1 0 0 42 5 99 1 1 1 88 100 1 0
28 1 0 0 29 32 69 1 2 0 84 78 2 1
24 2 1 0 25 42 78 1 2 1 87 85 2 2
25 1 0 0 24 26 79 2 2 1 191 204 2 1
28 1 0 0 7 22 71 2 2 1 85 79 1 0
26 2 0 0 29 30 75 1 2 1 261 147 1 1
23 1 0 0 35 7 75 1 2 0 145 145 2 1
29 2 1 0 4 48 69 14 2 1 220 185 0 0
24 1 0 0 37 5004 78 1 2 1 40 47 17 16
23 1 0 0 36 30 96 1 1 1 78 83 2 2
15 1 0 0 45 33 93 0 2 1 70 67 2 2
31 1 0 0 84 91 60 6 2 1 298 302 2 1
26 1 0 0 16 34 79 2 2 1 104 102 4 3
19 2 0 0 19 42 65 2 2 0 79 54 1 0
27 1 0 0 39 45 64 2 2 1 48 48 6 5
26 2 0 0 9 46 81 3 2 0 233 229 1 1
19 1 0 0 38 9 87 2 2 1 57 79 1 0
24 1 0 0 52 49 70 7 2 1 74 70 5 5
19 1 0 0 9 33 95 1 2 1 319 312 1 0
30 1 0 0 8 43 72 1 2 1 174 183 3 2
26 2 0 0 76 78 49 3 2 1 70 68 4 3
